head,relation,tail,label
/m/0137g1,/music/artist/track_contributions./music/track_contribution/role,/m/0dwtp,1
/m/012vd6,/award/award_nominee/award_nominations./award/award_nomination/award_nominee,/m/014z8v,0
/m/01vmv_,/film/film/release_date_s./film/film_regional_release_date/film_release_region,/m/05qhw,0
/m/011k1h,/music/record_label/artist,/m/019g40,1
/m/012d40,/film/actor/film./film/performance/film,/m/02gpkt,1
/m/013nv_,/location/location/time_zones,/m/02fqwt,1
/m/04xvh5,/music/performance_role/track_performances./music/track_contribution/role,/m/07kc_,0
/m/0jdx,/film/actor/film./film/performance/film,/m/040_lv,0
/m/013yq,/travel/travel_destination/climate./travel/travel_destination_monthly_climate/month,/m/05cw8,1
/m/011ywj,/film/film/production_companies,/m/01l4zqz,0
/m/0j1yf,/music/record_label/artist,/m/01vs4ff,0
/m/01243b,/music/genre/artists,/m/01m65sp,1
/m/0136pk,/music/artist/track_contributions./music/track_contribution/role,/m/06w7v,1
/m/012mrr,/film/film/other_crew./film/film_crew_gig/film_crew_role,/m/09v51c2,0
/m/01304j,/people/person/nationality,/m/0b90_r,1
/m/026ps1,/film/film/release_date_s./film/film_regional_release_date/film_release_region,/m/03h64,0
/m/02jx1,/film/film/featured_film_locations,/m/0dclg,0
/m/0125xq,/film/film/release_date_s./film/film_regional_release_date/film_release_region,/m/08wjc1,0
/m/013qvn,/people/person/gender,/m/05zppz,1
/m/0l15f_,/award/award_winning_work/awards_won./award/award_honor/award_winner,/m/0jbp0,0
/m/013y1f,/music/instrument/instrumentalists,/m/032t2z,1
/m/0144l1,/people/person/profession,/m/039v1,1
/m/0h3k3f,/base/popstra/celebrity/friendship./base/popstra/friendship/participant,/m/012vf6,0
/m/011_6p,/music/performance_role/regular_performances./music/group_membership/role,/m/01j1n2,0
/m/013pp3,/award/award_nominee/award_nominations./award/award_nomination/award,/m/040vk98,1
/m/011yr9,/film/film/language,/m/064_8sq,1
/m/013y1f,/music/instrument/instrumentalists,/m/01tbp,0
/m/02825cv,/film/film/country,/m/09c7w0,0
/m/04gb7,/location/capital_of_administrative_division/capital_of./location/administrative_division_capital_relationship/administrative_division,/m/0n5j_,0
/m/012fvq,/organization/organization/headquarters./location/mailing_address/state_province_region,/m/05tbn,1
/m/013q0p,/award/award_winning_work/awards_won./award/award_honor/award,/m/057xs89,1
/m/0239kh,/award/award_nominee/award_nominations./award/award_nomination/award,/m/01ckcd,0
/m/04mx8h4,/people/person/places_lived./people/place_lived/location,/m/03h64,0
/m/012d40,/film/actor/film./film/performance/special_performance_type,/m/01pb34,1
/m/012wg,/people/person/profession,/m/0bpk2,0
/m/012gx2,/people/person/places_lived./people/place_lived/location,/m/0rgxp,1
/m/01243b,/music/genre/artists,/m/0kvnn,1
/m/013b6_,/common/topic/webpage./common/webpage/category,/m/08mbj5d,0
/m/011xg5,/film/film/produced_by,/m/06pj8,1
/m/0118d3,/location/location/time_zones,/m/02fqwt,1
/m/013rxq,/music/genre/artists,/m/01d4cb,1
/m/011_6p,/music/performance_role/track_performances./music/track_contribution/role,/m/018vs,1
/m/02k21g,/music/performance_role/regular_performances./music/group_membership/role,/m/05148p4,0
/m/012f86,/people/ethnicity/languages_spoken,/m/010z5n,0
/m/012yc,/music/genre/artists,/m/01wn718,1
/m/0104lr,/film/film/estimated_budget./measurement_unit/dated_money_value/currency,/m/09nqf,0
/m/011yd2,/award/award_winning_work/awards_won./award/award_honor/award_winner,/m/01msrb,0
/m/012gq6,/award/award_nominee/award_nominations./award/award_nomination/award,/m/0bp_b2,1
/m/013t9y,/award/award_nominee/award_nominations./award/award_nomination/award,/m/040njc,1
/m/011yth,/film/film/written_by,/m/03cffvv,0
/m/0jyb4,/music/record_label/artist,/m/014_xj,0
/m/013y1f,/music/performance_role/track_performances./music/track_contribution/role,/m/02z3zp,0
/m/0145rs,/music/genre/artists,/m/01j6mff,1
/m/0myk8,/people/ethnicity/people,/m/0lrh,0
/m/013q0p,/film/film/genre,/m/06vkl,0
/m/02cx90,/common/topic/webpage./common/webpage/category,/m/08mbj5d,0
/m/02ddqh,/influence/influence_node/influenced_by,/m/0lcx,0
/m/01xv77,/people/person/spouse_s./people/marriage/type_of_union,/m/04ztj,0
/m/02z3zp,/award/award_nominee/award_nominations./award/award_nomination/award,/m/0bdwqv,0
/m/013yq,/base/petbreeds/city_with_dogs/top_breeds./base/petbreeds/dog_city_relationship/dog_breed,/m/01_gx_,1
/m/013xh7,/soccer/football_team/current_roster./sports/sports_team_roster/position,/m/03g3w,0
/m/013rds,/people/person/profession,/m/09jwl,1
/m/011xg5,/film/film/estimated_budget./measurement_unit/dated_money_value/currency,/m/09nqf,1
/m/011z3g,/award/award_nominee/award_nominations./award/award_nomination/award,/m/02f5qb,1
/m/012ycy,/music/group_member/membership./music/group_membership/role,/m/03bx0bm,1
/m/06q1r,/award/award_nominee/award_nominations./award/award_nomination/award_nominee,/m/01kv4mb,0
/m/013knm,/award/award_winner/awards_won./award/award_honor/award_winner,/m/01zg98,1
/m/013807,/education/educational_institution/students_graduates./education/education/student,/m/02r_d4,1
/m/0124ld,/olympics/olympic_games/sports,/m/06zgc,1
/m/011j5x,/music/genre/parent_genre,/m/01pfpt,1
/m/012q4n,/people/person/profession,/m/09jwl,1
/m/013pk3,/people/person/place_of_birth,/m/05l5n,1
/m/015f7,/film/film/release_date_s./film/film_regional_release_date/film_release_region,/m/03_3d,0
/m/013q0p,/film/film/written_by,/m/0p__8,1
/m/012m_,/location/country/official_language,/m/0k0sb,1
/m/03f2_rc,/award/award_nominee/award_nominations./award/award_nomination/award,/m/027dtxw,0
/m/013y1f,/music/performance_role/regular_performances./music/group_membership/role,/m/024fxq,0
/m/01438g,/award/award_nominee/award_nominations./award/award_nomination/award_nominee,/m/030xr_,1
/m/011yl_,/film/film/country,/m/0ctw_b,1
/m/012xdf,/people/person/profession,/m/016tt2,0
/m/06kx2,/base/aareas/schema/administrative_area/administrative_parent,/m/01zv_,0
/m/01309x,/award/award_winner/awards_won./award/award_honor/award_winner,/m/02f6xy,0
/m/011k1h,/music/record_label/artist,/m/017g21,1
/m/03mqtr,/film/film/country,/m/09c7w0,0
/m/011j5x,/music/genre/artists,/m/033s6,0
/m/01tx9m,/people/person/places_lived./people/place_lived/location,/m/0vp5f,0
/m/0132_h,/sports/sports_team/colors,/m/047q2wc,0
/m/0187nd,/people/person/places_lived./people/place_lived/location,/m/0_xdd,0
/m/011k1h,/music/record_label/artist,/m/017_hq,0
/m/012rng,/award/award_nominee/award_nominations./award/award_nomination/nominated_for,/m/0yxm1,1
/m/0135nb,/soccer/football_player/current_team./sports/sports_team_roster/team,/m/02pp1,1
/m/011yn5,/film/film/release_date_s./film/film_regional_release_date/film_release_region,/m/09c7w0,1
/m/013hxv,/people/person/profession,/m/0fnpj,0
/m/011ycb,/film/film/genre,/m/02sfnv,0
/m/011yqc,/film/film/other_crew./film/film_crew_gig/film_crew_role,/m/02f6ym,0
/m/02n4kr,/music/performance_role/regular_performances./music/group_membership/role,/m/021bmf,0
/m/014635,/people/person/profession,/m/0b68vs,0
/m/012x4t,/award/award_nominee/award_nominations./award/award_nomination/award,/m/01mgw,0
/m/0123_x,/base/aareas/schema/administrative_area/administrative_parent,/m/01zv_,1
/m/013tcv,/award/award_nominee/award_nominations./award/award_nomination/award,/m/0grwj,0
/m/011k_j,/music/performance_role/track_performances./music/track_contribution/role,/m/01w4dy,1
/m/011xjd,/people/person/place_of_birth,/m/0fvzg,1
/m/013ybx,/people/person/profession,/m/02hrh1q,1
/m/039cq4,/award/award_nominee/award_nominations./award/award_nomination/nominated_for,/m/020bv3,0
/m/0l15f_,/music/performance_role/track_performances./music/track_contribution/role,/m/03ndd,0
/m/01336l,/people/ethnicity/people,/m/04bdlg,1
/m/011ysn,/film/film/language,/m/02h40lc,1
/m/012ycy,/music/artist/track_contributions./music/track_contribution/role,/m/05r5c,1
/m/0ks67,/film/actor/film./film/performance/film,/m/03hxsv,0
/m/0134w7,/award/award_nominee/award_nominations./award/award_nomination/nominated_for,/m/01w0v,0
/m/0bdw6t,/time/event/instance_of_recurring_event,/m/0c4ys,0
/m/03ndd,/film/film/release_date_s./film/film_regional_release_date/film_release_distribution_medium,/m/029j_,0
/m/013y1f,/music/performance_role/track_performances./music/track_contribution/role,/m/02w3w,1
/m/08z956,/business/business_operation/assets./measurement_unit/dated_money_value/currency,/m/09nqf,0
/m/013pk3,/people/person/profession,/m/018gz8,1
/m/0x2p,/people/ethnicity/people,/m/02wb6d,0
/m/01309x,/music/artist/track_contributions./music/track_contribution/role,/m/0342h,1
/m/012x4t,/award/award_nominee/award_nominations./award/award_nomination/award,/m/0gqz2,1
/m/013pk3,/film/actor/film./film/performance/film,/m/0879bpq,1
/m/0134wr,/award/award_nominee/award_nominations./award/award_nomination/award,/m/05sdxx,0
/m/011hq1,/base/aareas/schema/administrative_area/administrative_parent,/m/03rk0,1
/m/0jfqp,/people/person/profession,/m/01d_h8,0
/m/0cshrf,/film/actor/film./film/performance/film,/m/040_lv,0
/m/013bd1,/music/performance_role/guest_performances./music/recording_contribution/performance_role,/m/0239kh,0
/m/01271h,/people/person/profession,/m/0gbbt,1
/m/013tcv,/award/award_nominee/award_nominations./award/award_nomination/award,/m/0jmk7,0
/m/013807,/education/educational_institution/students_graduates./education/education/student,/m/02p5hf,1
/m/013y1f,/music/performance_role/track_performances./music/track_contribution/role,/m/01vj9c,1
/m/013pp3,/influence/influence_node/influenced_by,/m/0143q0,0
/m/0132k4,/people/person/profession,/m/0157m,0
/m/011_3s,/people/person/profession,/m/03_dj,0
/m/029qzx,/film/actor/film./film/performance/film,/m/028cg00,0
/m/03g3w,/music/genre/parent_genre,/m/0y3_8,0
/m/013y1f,/music/instrument/instrumentalists,/m/01vn35l,1
/m/013zs9,/award/award_nominee/award_nominations./award/award_nomination/award,/m/0fq9zdn,1
/m/014488,/people/person/nationality,/m/09c7w0,1
/m/012ljv,/award/award_nominee/award_nominations./award/award_nomination/nominated_for,/m/0dmn0x,1
/m/011hdn,/people/person/profession,/m/02wgln,0
/m/03qpp9,/music/performance_role/track_performances./music/track_contribution/role,/m/07m2y,0
/m/011_3s,/award/award_nominee/award_nominations./award/award_nomination/award_nominee,/m/02k21g,1
/m/0143wl,/film/actor/dubbing_performances./film/dubbing_performance/language,/m/02h40lc,1
/m/014488,/people/person/places_lived./people/place_lived/location,/m/02_286,1
/m/012qjw,/medicine/symptom/symptom_of,/m/035482,1
/m/011v3,/soccer/football_team/current_roster./soccer/football_roster_position/position,/m/02_j1w,1
/m/0121sr,/language/human_language/countries_spoken_in,/m/03rk0,1
/m/0121h7,/base/aareas/schema/administrative_area/administrative_parent,/m/03rt9,1
/m/0p7qm,/award/award_nominee/award_nominations./award/award_nomination/nominated_for,/m/0283_zv,0
/m/013knm,/award/award_winner/awards_won./award/award_honor/award_winner,/m/02qyp19,0
/m/011j5x,/music/genre/artists,/m/01whg97,1
/m/011k4g,/people/deceased_person/place_of_death,/m/030qb3t,1
/m/013q07,/award/award_winning_work/awards_won./award/award_honor/award,/m/013mj_,0
/m/012gq6,/award/award_nominee/award_nominations./award/award_nomination/nominated_for,/m/0180mw,1
/m/095b70,/people/person/nationality,/m/09c7w0,0
/m/012lzr,/organization/endowed_organization/endowment./measurement_unit/dated_money_value/currency,/m/0kz1h,1
/m/01304j,/music/artist/track_contributions./music/track_contribution/role,/m/0342h,1
/m/012vd6,/people/person/places_lived./people/place_lived/location,/m/0281y0,1
/m/05l4yg,/film/actor/film./film/performance/film,/m/01xdxy,0
/m/011_6p,/music/performance_role/track_performances./music/track_contribution/role,/m/0mlyj,0
/m/0crd8q6,/award/award_nominee/award_nominations./award/award_nomination/award,/m/0gqz2,0
/m/0137g1,/award/award_nominee/award_nominations./award/award_nomination/award,/m/02f6xy,1
/m/013yq,/location/hud_county_place/county,/m/0nzny,1
/m/012vwb,/organization/organization/headquarters./location/mailing_address/state_province_region,/m/06yxd,1
/m/011yth,/award/award_winning_work/awards_won./award/award_honor/award,/m/027c95y,1
/m/0143wl,/people/person/profession,/m/02hrh1q,1
/m/011j5x,/music/genre/artists,/m/0fsyx,1
/m/01200d,/award/award_nominee/award_nominations./award/award_nomination/award,/m/0f4x7,1
/m/013q0p,/film/film/country,/m/09c7w0,1
/m/013y1f,/music/performance_role/track_performances./music/track_contribution/role,/m/02wszf,0
/m/0137n0,/award/award_nominee/award_nominations./award/award_nomination/award,/m/01_mdl,0
/m/011yn5,/film/film/other_crew./film/film_crew_gig/film_crew_role,/m/0ch6mp2,1
/m/0gqwc,/music/performance_role/track_performances./music/track_contribution/role,/m/026g73,0
/m/013nty,/common/topic/webpage./common/webpage/category,/m/08mbj5d,1
/m/011yg9,/film/film/country,/m/0drdv,0
/m/016z4k,/people/deceased_person/place_of_death,/m/02_286,0
/m/013cr,/base/schemastaging/person_extra/net_worth./measurement_unit/dated_money_value/currency,/m/02sdk9v,0
/m/0146pg,/award/award_nominee/award_nominations./award/award_nomination/nominated_for,/m/02k1pr,1
/m/0fp5z,/location/location/time_zones,/m/02hczc,0
/m/01qzyz,/award/award_winning_work/awards_won./award/award_honor/honored_for,/m/01flv_,0
/m/011yph,/film/film/language,/m/02h40lc,1
/m/012vct,/people/person/place_of_birth,/m/02f72n,0
/m/0104lr,/location/hud_foreclosure_area/estimated_number_of_mortgages./measurement_unit/dated_integer/source,/m/0jbk9,1
/m/010xjr,/people/person/profession,/m/016z4k,1
/m/012rng,/award/award_nominee/award_nominations./award/award_nomination/nominated_for,/m/05qm9f,1
/m/010xjr,/base/popstra/celebrity/friendship./base/popstra/friendship/participant,/m/06dv3,1
/m/011yth,/film/film/release_date_s./film/film_regional_release_date/film_release_distribution_medium,/m/02nxhr,1
/m/01309x,/people/person/profession,/m/011s9r,0
/m/09cn0c,/people/person/gender,/m/05zppz,0
/m/0140t7,/award/award_nominee/award_nominations./award/award_nomination/award,/m/02x17c2,1
/m/011v3,/sports/sports_team/sport,/m/02h761,0
/m/011yqc,/film/film/written_by,/m/016l09,0
/m/0127xk,/people/person/profession,/m/0cbd2,1
/m/012vby,/film/director/film,/m/0gnkb,1
/m/01438g,/base/popstra/celebrity/dated./base/popstra/dated/participant,/m/03cffvv,0
/m/0326tc,/film/film/release_date_s./film/film_regional_release_date/film_regional_debut_venue,/m/018cvf,0
/m/011ywj,/award/award_winning_work/awards_won./award/award_honor/award_winner,/m/06j8wx,1
/m/037q2p,/award/award_winning_work/awards_won./award/award_honor/award,/m/09sb52,0
/m/0113sg,/people/person/nationality,/m/0379s,0
/m/011ywj,/award/award_winning_work/awards_won./award/award_honor/award,/m/09sb52,1
/m/012ky3,/people/person/profession,/m/05vyk,1
/m/0137g1,/award/award_nominee/award_nominations./award/award_nomination/award,/m/02f72_,1
/m/06pwq,/award/award_winning_work/awards_won./award/award_honor/award,/m/040njc,0
/m/0127s7,/people/person/profession,/m/0dz3r,1
/m/0144l1,/film/person_or_entity_appearing_in_film/films./film/personal_film_appearance/type_of_appearance,/m/01jdpf,1
/m/013yq,/travel/travel_destination/how_to_get_here./travel/transportation/mode_of_transportation,/m/01ckbq,0
/m/0144l1,/people/person/profession,/m/02scbv,0
/m/013zdg,/education/educational_degree/people_with_this_degree./education/education/institution,/m/013807,0
/m/0144l1,/music/artist/track_contributions./music/track_contribution/role,/m/02sgy,1
/m/0124k9,/award/award_winning_work/awards_won./award/award_honor/award,/m/02bjrlw,0
/m/017lb_,/people/deceased_person/place_of_death,/m/0k049,0
/m/0134s5,/common/topic/webpage./common/webpage/category,/m/08mbj5d,1
/m/011k1h,/music/record_label/artist,/m/01vs4ff,1
/m/0crvfq,/award/award_winning_work/awards_won./award/award_honor/award_winner,/m/094wz7q,0
/m/011yr9,/award/award_winning_work/awards_won./award/award_honor/award,/m/02r0csl,1
/m/0170yd,/education/educational_degree/people_with_this_degree./education/education/institution,/m/063576,0
/m/01243b,/music/genre/artists,/m/0215hd,0
/m/011yph,/film/film/release_date_s./film/film_regional_release_date/film_release_region,/m/09c7w0,1
/m/013q07,/film/film/country,/m/09c7w0,1
/m/011ycb,/film/film/music,/m/07q1v4,1
/m/01386_,/people/person/profession,/m/02rdyk7,0
/m/012mzw,/organization/non_profit_organization/registered_with./organization/non_profit_registration/registering_agency,/m/03j0dp,0
/m/011yhm,/film/film/production_companies,/m/0338lq,1
/m/01385g,/people/person/spouse_s./people/marriage/type_of_union,/m/04ztj,1
/m/012gq6,/film/actor/film./film/performance/film,/m/09qycb,1
/m/0l14md,/award/award_nominee/award_nominations./award/award_nomination/award,/m/01bgqh,0
/m/010dft,/location/capital_of_administrative_division/capital_of./location/administrative_division_capital_relationship/administrative_division,/m/0jc6p,1
/m/013nky,/education/educational_institution/campuses,/m/013nky,1
/m/0gq_d,/organization/endowed_organization/endowment./measurement_unit/dated_money_value/currency,/m/01nv4h,0
/m/011yxy,/film/film/music,/m/0pcc0,0
/m/013y1f,/music/performance_role/guest_performances./music/recording_contribution/performance_role,/m/01qbl,1
/m/0132k4,/music/artist/track_contributions./music/track_contribution/role,/m/026g73,1
/m/013pk3,/award/award_nominee/award_nominations./award/award_nomination/nominated_for,/m/04p5cr,1
/m/011ywj,/award/award_winning_work/awards_won./award/award_honor/award_winner,/m/0h0yt,1
/m/011j5x,/music/genre/artists,/m/0143q0,1
/m/012ycy,/music/artist/track_contributions./music/track_contribution/role,/m/02f73p,0
/m/013v5j,/people/person/profession,/m/0d1pc,1
/m/013423,/people/person/nationality,/m/09c7w0,1
/m/013zdg,/education/educational_degree/people_with_this_degree./education/education/institution,/m/06b7s9,1
/m/013zdg,/education/educational_degree/people_with_this_degree./education/education/institution,/m/0pspl,1
/m/013y1f,/music/performance_role/guest_performances./music/recording_contribution/performance_role,/m/02snj9,1
/m/0r5lz,/education/educational_institution/students_graduates./education/education/major_field_of_study,/m/02lp1,0
/m/0nf3h,/people/person/nationality,/m/09c7w0,0
/m/0137g1,/award/award_nominee/award_nominations./award/award_nomination/award,/m/01ck6h,1
/m/03bnv,/location/location/adjoin_s./location/adjoining_relationship/adjoins,/m/0jtf1,0
/m/0135g,/location/hud_county_place/place,/m/0135g,1
/m/01x1cn2,/media_common/netflix_genre/titles,/m/08j7lh,0
/m/011yqc,/award/award_winning_work/awards_won./award/award_honor/award,/m/099c8n,1
/m/013cz2,/location/location/contains,/m/049dk,1
/m/011yph,/film/film/genre,/m/0hn10,1
/m/011k1h,/music/record_label/artist,/m/03ndd,0
/m/01z53w,/location/hud_county_place/place,/m/010y34,0
/m/02v5_g,/music/performance_role/track_performances./music/track_contribution/role,/m/02w3w,0
/m/01304j,/people/person/languages,/m/06nm1,1
/m/01wbgdv,/education/educational_institution/school_type,/m/01rs41,0
/m/012vby,/film/actor/film./film/performance/special_performance_type,/m/01pb34,0
/m/024fxq,/education/educational_institution/colors,/m/036k5h,0
/m/01q_wyj,/music/genre/artists,/m/011z3g,0
/m/013ybx,/film/actor/film./film/performance/special_performance_type,/m/01pb34,1
/m/0cbkc,/people/ethnicity/people,/m/0lccn,0
/m/013y1f,/music/performance_role/regular_performances./music/group_membership/group,/m/07mvp,1
/m/011_vz,/film/actor/film./film/performance/film,/m/04954r,0
/m/013b2h,/award/award_ceremony/awards_presented./award/award_honor/award_winner,/m/01l03w2,1
/m/0127ps,/award/award_winning_work/awards_won./award/award_honor/award_winner,/m/0c1pj,1
/m/011_3s,/award/award_nominee/award_nominations./award/award_nomination/award,/m/06nns1,0
/m/012gbb,/people/person/spouse_s./people/marriage/type_of_union,/m/04ztj,1
/m/013pp3,/people/person/religion,/m/03_gx,1
/m/012bk,/government/politician/government_positions_held./government/government_position_held/basic_title,/m/060bp,1
/m/0bxtg,/film/film/release_date_s./film/film_regional_release_date/film_release_region,/m/03rjj,0
/m/0dmy0,/music/instrument/instrumentalists,/m/01vng3b,0
/m/010nlt,/base/aareas/schema/administrative_area/administrative_parent,/m/04w58,1
/m/012qjw,/medicine/symptom/symptom_of,/m/0167bx,1
/m/0ck27z,/people/person/gender,/m/05zppz,0
/m/011k1h,/music/record_label/artist,/m/0bk1p,1
/m/013zdg,/education/educational_degree/people_with_this_degree./education/education/major_field_of_study,/m/02j62,1
/m/07y_7,/people/person/religion,/m/0c8wxp,0
/m/05qd_,/music/performance_role/guest_performances./music/recording_contribution/performance_role,/m/0395lw,0
/m/010z5n,/film/film/produced_by,/m/013tcv,0
/m/013m_x,/common/topic/webpage./common/webpage/category,/m/02qgyv,0
/m/0125xq,/film/film/country,/m/0f8l9c,1
/m/011_6p,/music/performance_role/regular_performances./music/group_membership/role,/m/0myk8,1
/m/011yg9,/film/film/country,/m/09c7w0,1
/m/0133x7,/music/artist/track_contributions./music/track_contribution/role,/m/0342h,1
/m/011yqc,/film/film/cinematography,/m/09bxq9,1
/m/0131kb,/film/actor/film./film/performance/film,/m/0d1qmz,1
/m/013w2r,/film/film/genre,/m/03q4nz,0
/m/01438g,/award/award_nominee/award_nominations./award/award_nomination/award,/m/07cbcy,1
/m/0126rp,/people/person/profession,/m/018gz8,1
/m/012jfb,/film/film/country,/m/0d060g,1
/m/0127ps,/film/film/other_crew./film/film_crew_gig/film_crew_role,/m/02ynfr,1
/m/012gx2,/people/person/gender,/m/05zppz,1
/m/012ycy,/organization/organization_founder/organizations_founded,/m/016z9n,0
/m/013qvn,/film/actor/film./film/performance/film,/m/015fr,0
/m/011zf2,/award/award_winner/awards_won./award/award_honor/award_winner,/m/02j3d4,1
/m/0146pg,/award/award_nominee/award_nominations./award/award_nomination/award_nominee,/m/0qdyf,0
/m/011yxy,/film/film/film_festivals,/m/012q8y,0
/m/0319l,/organization/endowed_organization/endowment./measurement_unit/dated_money_value/currency,/m/09nqf,0
/m/011yth,/film/film/featured_film_locations,/m/02sfnv,0
/m/0w7c,/film/actor/film./film/performance/film,/m/0d99k_,0
/m/0130sy,/music/group_member/membership./music/group_membership/group,/m/0395lw,0
/m/01323p,/award/award_nominee/award_nominations./award/award_nomination/award,/m/07lnk,0
/m/0126rp,/film/actor/film./film/performance/film,/m/0418wg,1
/m/013423,/people/person/spouse_s./people/marriage/type_of_union,/m/04ztj,1
/m/05zvq6g,/education/educational_degree/people_with_this_degree./education/education/institution,/m/0pspl,0
/m/012s5j,/people/person/spouse_s./people/marriage/type_of_union,/m/04ztj,1
/m/012f86,/people/ethnicity/languages_spoken,/m/06b_j,1
/m/0135g,/location/hud_county_place/place,/m/03bxsw,0
/m/013tcv,/award/award_nominee/award_nominations./award/award_nomination/nominated_for,/m/011yxg,1
/m/0121c1,/location/location/contains,/m/099tbz,0
/m/01364q,/award/award_nominee/award_nominations./award/award_nomination/award,/m/031b3h,1
/m/010xjr,/award/award_nominee/award_nominations./award/award_nomination/award_nominee,/m/018db8,1
/m/011w20,/people/person/places_lived./people/place_lived/location,/m/07hgm,0
/m/0l12d,/award/award_ceremony/awards_presented./award/award_honor/award_winner,/m/0x3b7,0
/m/02xgdv,/award/award_winning_work/awards_won./award/award_honor/award_winner,/m/0l6px,0
/m/011yrp,/film/film/release_date_s./film/film_regional_release_date/film_release_region,/m/07s9rl0,0
/m/0136pk,/music/artist/origin,/m/03dm7,1
/m/011wtv,/film/film/genre,/m/02n4kr,1
/m/012j5h,/people/person/profession,/m/02hrh1q,1
/m/013b2h,/award/award_ceremony/awards_presented./award/award_honor/award_winner,/m/027gs1_,0
/m/011zwl,/people/person/places_lived./people/place_lived/location,/m/02f5qb,0
/m/06gd4,/music/record_label/artist,/m/016dsy,0
/m/0126y2,/people/person/place_of_birth,/m/010r6f,0
/m/012kyx,/film/film/production_companies,/m/025jfl,1
/m/013q0p,/film/film/music,/m/01wd9lv,1
/m/086qd,/music/record_label/artist,/m/02lbrd,0
/m/013719,/organization/endowed_organization/endowment./measurement_unit/dated_money_value/currency,/m/0kz1h,1
/m/01q24l,/sports/sports_team_location/teams,/m/01j95f,0
/m/011yd2,/film/film/estimated_budget./measurement_unit/dated_money_value/currency,/m/09nqf,1
/m/0146mv,/award/award_nominee/award_nominations./award/award_nomination/award_nominee,/m/030_3z,1
/m/011yqc,/film/film/country,/m/09c7w0,1
/m/011yhm,/award/award_winning_work/awards_won./award/award_honor/award,/m/0gr51,1
/m/013rds,/people/person/sibling_s./people/sibling_relationship/sibling,/m/0134s5,0
/m/01243b,/music/genre/artists,/m/01vsnff,1
/m/011ywj,/film/film/film_format,/m/01wj92r,0
/m/0bm70b,/award/award_nominee/award_nominations./award/award_nomination/award_nominee,/m/0crvfq,0
/m/018j2,/award/award_winner/awards_won./award/award_honor/award_winner,/m/014g91,0
/m/013p59,/location/location/contains,/m/04lh6,1
/m/05dbf,/people/person/profession,/m/02hrh1q,0
/m/014635,/people/person/nationality,/m/09c7w0,1
/m/011yxg,/film/film/estimated_budget./measurement_unit/dated_money_value/currency,/m/09nqf,1
/m/011yxg,/award/award_winning_work/awards_won./award/award_honor/award_winner,/m/0cqh57,1
/m/03bxbql,/music/genre/artists,/m/06br6t,0
/m/086k8,/music/record_label/artist,/m/012zng,0
/m/0140xf,/music/genre/artists,/m/01mkq,0
/m/011zd3,/base/popstra/celebrity/friendship./base/popstra/friendship/participant,/m/0215hd,0
/m/01vwllw,/film/film/production_companies,/m/024rgt,0
/m/0135nb,/sports/pro_athlete/teams./sports/sports_team_roster/team,/m/0182r9,1
/m/011j5x,/music/genre/artists,/m/0178kd,1
/m/013pk3,/award/award_nominee/award_nominations./award/award_nomination/award_nominee,/m/09td7p,0
/m/0132k4,/music/artist/track_contributions./music/track_contribution/role,/m/026t6,1
/m/0134wr,/award/award_nominee/award_nominations./award/award_nomination/award_nominee,/m/07hgkd,1
/m/06rgq,/award/award_nominee/award_nominations./award/award_nomination/award_nominee,/m/0147dk,0
/m/05mt_q,/music/instrument/instrumentalists,/m/04kjrv,0
/m/0126y2,/film/actor/film./film/performance/film,/m/0ct2tf5,1
/m/012d40,/people/person/languages,/m/02h40lc,1
/m/012s1d,/film/film/language,/m/02h40lc,1
/m/011k_j,/music/performance_role/guest_performances./music/recording_contribution/performance_role,/m/0239kh,1
/m/016jfw,/media_common/netflix_genre/titles,/m/05h95s,0
/m/0140t7,/people/person/nationality,/m/07ssc,1
/m/013b6_,/people/ethnicity/people,/m/04jvt,1
/m/011k1h,/music/record_label/artist,/m/04b7xr,1
/m/012xdf,/sports/pro_athlete/teams./sports/sports_team_roster/team,/m/0gjc4d3,0
/m/011xhx,/award/award_nominee/award_nominations./award/award_nomination/award,/m/02f73p,1
/m/0136kr,/common/topic/webpage./common/webpage/category,/m/08mbj5d,1
/m/0108xl,/award/award_winner/awards_won./award/award_honor/award_winner,/m/01wd9vs,0
/m/01304j,/music/artist/track_contributions./music/track_contribution/role,/m/05842k,1
/m/013_vh,/award/award_nominee/award_nominations./award/award_nomination/nominated_for,/m/0glt670,0
/m/0gyv0b4,/award/award_ceremony/awards_presented./award/award_honor/award_winner,/m/01vrncs,0
/m/011yqc,/film/film/release_date_s./film/film_regional_release_date/film_release_region,/m/035qy,1
/m/013w7j,/people/person/employment_history./business/employment_tenure/company,/m/02bh8z,1
/m/012t1,/award/award_nominee/award_nominations./award/award_nomination/award,/m/0gr51,1
/m/07cw4,/music/genre/artists,/m/01ydzx,0
/m/01ckrr,/location/location/time_zones,/m/02fqwt,0
/m/013knm,/award/award_nominee/award_nominations./award/award_nomination/award_nominee,/m/0686zv,1
/m/011yqc,/award/award_winning_work/awards_won./award/award_honor/award,/m/02qt02v,1
/m/0125xq,/film/film/release_date_s./film/film_regional_release_date/film_release_region,/m/059j2,1
/m/012ky3,/film/actor/film./film/performance/film,/m/01y9jr,0
/m/012ljv,/award/award_nominee/award_nominations./award/award_nomination/nominated_for,/m/02cbhg,1
/m/0f2rq,/people/ethnicity/languages_spoken,/m/06b_j,0
