head,relation,tail
/m/01336l,/people/ethnicity/languages_spoken,/m/07zrf
/m/01336l,/people/ethnicity/languages_spoken,/m/0t_2
/m/01336l,/people/ethnicity/people,/m/011zd3
/m/01336l,/people/ethnicity/people,/m/01ypsj
/m/01336l,/people/ethnicity/people,/m/031zkw
/m/01336l,/people/ethnicity/people,/m/03l3ln
/m/01336l,/people/ethnicity/people,/m/04bbv7
/m/01336l,/people/ethnicity/people,/m/04bdlg
/m/01336l,/people/ethnicity/people,/m/06qgjh
/m/01336l,/people/ethnicity/people,/m/08x5c_
/m/01337_,/award/award_nominee/award_nominations./award/award_nomination/award,/m/02x8n1n
/m/01337_,/award/award_nominee/award_nominations./award/award_nomination/award,/m/09sdmz
/m/01337_,/award/award_nominee/award_nominations./award/award_nomination/award,/m/0gqy2
/m/01337_,/film/actor/film./film/performance/film,/m/0170yd
/m/01337_,/film/actor/film./film/performance/film,/m/01c22t
/m/01337_,/film/actor/film./film/performance/film,/m/03kx49
/m/01337_,/film/actor/film./film/performance/film,/m/06pyc2
/m/01337_,/film/actor/film./film/performance/film,/m/0d87hc
/m/01337_,/people/deceased_person/place_of_burial,/m/018mm4
/m/01337_,/people/deceased_person/place_of_death,/m/0k049
/m/01337_,/people/person/gender,/m/05zppz
/m/01337_,/people/person/nationality,/m/09c7w0
/m/01337_,/people/person/places_lived./people/place_lived/location,/m/0r03f
/m/01337_,/people/person/profession,/m/02hrh1q
/m/01337_,/people/person/spouse_s./people/marriage/type_of_union,/m/04ztj
/m/0133_p,/music/genre/artists,/m/01304j
/m/0133_p,/music/genre/artists,/m/016vn3
/m/0133_p,/music/genre/artists,/m/01k_yf
/m/0133_p,/music/genre/artists,/m/01l_w0
/m/0133_p,/music/genre/artists,/m/01vng3b
/m/0133_p,/music/genre/artists,/m/01vsnff
/m/0133_p,/music/genre/artists,/m/01whg97
/m/0133_p,/music/genre/artists,/m/01wl38s
/m/0133_p,/music/genre/artists,/m/03c7ln
/m/0133_p,/music/genre/artists,/m/03d9d6
/m/0133_p,/music/genre/artists,/m/03g5jw
/m/0133_p,/music/genre/artists,/m/07n68
/m/0133_p,/music/genre/artists,/m/0838y
/m/0133_p,/music/genre/artists,/m/08w4pm
/m/0133_p,/music/genre/parent_genre,/m/01243b
/m/0133_p,/music/genre/parent_genre,/m/0126t5
/m/0133_p,/music/genre/parent_genre,/m/0155w
/m/0133_p,/music/genre/parent_genre,/m/016jny
/m/0133_p,/music/genre/parent_genre,/m/017371
/m/0133_p,/music/genre/parent_genre,/m/06j6l
/m/0133_p,/music/genre/parent_genre,/m/0gywn
/m/0133ch,/base/aareas/schema/administrative_area/administrative_parent,/m/0jcg8
/m/0133ch,/common/topic/webpage./common/webpage/category,/m/08mbj5d
/m/0133h8,/location/administrative_division/country,/m/0h7x
/m/0133h8,/location/administrative_division/first_level_division_of,/m/0h7x
/m/0133h8,/location/location/adjoin_s./location/adjoining_relationship/adjoins,/m/0fhp9
/m/0133jj,/base/aareas/schema/administrative_area/administrative_parent,/m/0h7x
/m/0133jj,/location/administrative_division/first_level_division_of,/m/0h7x
/m/0133jj,/location/location/contains,/m/0fhmy
/m/0133k0,/music/genre/parent_genre,/m/01b4p4
/m/0133k0,/music/genre/parent_genre,/m/041738
/m/0133k0,/music/genre/parent_genre,/m/059kh
/m/0133k0,/music/genre/parent_genre,/m/05c6073
/m/0133k0,/music/genre/parent_genre,/m/0y3_8
/m/0133sq,/award/award_nominee/award_nominations./award/award_nomination/award,/m/0gq_d
/m/0133sq,/award/award_nominee/award_nominations./award/award_nomination/nominated_for,/m/01pv91
/m/0133sq,/award/award_nominee/award_nominations./award/award_nomination/nominated_for,/m/05wp1p
/m/0133sq,/film/director/film,/m/01pv91
/m/0133sq,/film/director/film,/m/05wp1p
/m/0133sq,/people/person/gender,/m/05zppz
/m/0133sq,/people/person/profession,/m/015h31
/m/0133sq,/people/person/profession,/m/02jknp
/m/0133sq,/people/person/profession,/m/03gjzk
/m/0133sq,/people/person/profession,/m/0dxtg
/m/0133sq,/people/person/religion,/m/0c8wxp
/m/0133x7,/award/award_nominee/award_nominations./award/award_nomination/award,/m/01c99j
/m/0133x7,/award/award_nominee/award_nominations./award/award_nomination/award,/m/01ckbq
/m/0133x7,/award/award_nominee/award_nominations./award/award_nomination/award,/m/03qbh5
/m/0133x7,/award/award_nominee/award_nominations./award/award_nomination/award,/m/03qbnj
/m/0133x7,/award/award_nominee/award_nominations./award/award_nomination/award,/m/03tk6z
/m/0133x7,/award/award_nominee/award_nominations./award/award_nomination/award,/m/099vwn
/m/0133x7,/award/award_nominee/award_nominations./award/award_nomination/award_nominee,/m/06rgq
/m/0133x7,/common/topic/webpage./common/webpage/category,/m/08mbj5d
/m/0133x7,/music/artist/origin,/m/02qjb7z
/m/0133x7,/music/artist/origin,/m/036k0s
/m/0133x7,/music/artist/track_contributions./music/track_contribution/role,/m/01rhl
/m/0133x7,/music/artist/track_contributions./music/track_contribution/role,/m/01s0ps
/m/0133x7,/music/artist/track_contributions./music/track_contribution/role,/m/01vdm0
/m/0133x7,/music/artist/track_contributions./music/track_contribution/role,/m/01vj9c
/m/0133x7,/music/artist/track_contributions./music/track_contribution/role,/m/02sgy
/m/0133x7,/music/artist/track_contributions./music/track_contribution/role,/m/0342h
/m/0133x7,/music/artist/track_contributions./music/track_contribution/role,/m/042v_gx
/m/0133x7,/music/artist/track_contributions./music/track_contribution/role,/m/05148p4
/m/0133x7,/music/artist/track_contributions./music/track_contribution/role,/m/05r5c
/m/0133x7,/music/artist/track_contributions./music/track_contribution/role,/m/0979zs
/m/0133x7,/music/artist/track_contributions./music/track_contribution/role,/m/0bxl5
/m/0133x7,/people/person/nationality,/m/0d060g
/m/0133x7,/people/person/place_of_birth,/m/036k0s
/m/0133x7,/people/person/places_lived./people/place_lived/location,/m/080h2
/m/0133x7,/people/person/profession,/m/016z4k
/m/0133x7,/people/person/profession,/m/039v1
/m/0133x7,/people/person/profession,/m/04f2zj
/m/0133x7,/people/person/profession,/m/0fnpj
/m/0133x7,/people/person/profession,/m/0n1h
/m/0133x7,/people/person/profession,/m/0nbcg
/m/0133x7,/people/person/spouse_s./people/marriage/type_of_union,/m/04ztj
/m/013423,/award/award_nominee/award_nominations./award/award_nomination/award,/m/01bgqh
/m/013423,/award/award_nominee/award_nominations./award/award_nomination/award,/m/01by1l
/m/013423,/award/award_nominee/award_nominations./award/award_nomination/award,/m/01c99j
/m/013423,/award/award_nominee/award_nominations./award/award_nomination/award,/m/025m8l
/m/013423,/award/award_nominee/award_nominations./award/award_nomination/award,/m/02x17c2
/m/013423,/award/award_nominee/award_nominations./award/award_nomination/award,/m/0c4z8
/m/013423,/common/topic/webpage./common/webpage/category,/m/08mbj5d
/m/013423,/music/artist/origin,/m/02_286
/m/013423,/music/artist/track_contributions./music/track_contribution/role,/m/01vdm0
/m/013423,/people/person/gender,/m/02zsn
/m/013423,/people/person/nationality,/m/09c7w0
/m/013423,/people/person/places_lived./people/place_lived/location,/m/0xms9
/m/013423,/people/person/profession,/m/05vyk
/m/013423,/people/person/profession,/m/0nbcg
/m/013423,/people/person/spouse_s./people/marriage/type_of_union,/m/04ztj
/m/0134bf,/location/administrative_division/country,/m/07ssc
/m/0134bf,/location/location/contains,/m/0138kk
/m/0134bf,/location/location/contains,/m/013t2y
/m/0134bf,/location/location/contains,/m/013t85
/m/0134bf,/location/location/contains,/m/020d8d
/m/0134bf,/location/location/contains,/m/04p3c
/m/0134bf,/location/location/contains,/m/0cdw6
/m/0134pk,/award/award_nominee/award_nominations./award/award_nomination/award,/m/01c9jp
/m/0134pk,/award/award_nominee/award_nominations./award/award_nomination/award,/m/01ckcd
/m/0134pk,/award/award_nominee/award_nominations./award/award_nomination/award,/m/01ckrr
/m/0134pk,/award/award_nominee/award_nominations./award/award_nomination/award,/m/01d38t
/m/0134pk,/award/award_nominee/award_nominations./award/award_nomination/award,/m/02f5qb
/m/0134pk,/award/award_nominee/award_nominations./award/award_nomination/award,/m/02f6yz
/m/0134pk,/award/award_nominee/award_nominations./award/award_nomination/award,/m/02f716
/m/0134pk,/award/award_nominee/award_nominations./award/award_nomination/award,/m/02f72_
/m/0134pk,/award/award_nominee/award_nominations./award/award_nomination/award,/m/02f73b
/m/0134pk,/award/award_nominee/award_nominations./award/award_nomination/award,/m/02f73p
/m/0134pk,/award/award_nominee/award_nominations./award/award_nomination/award,/m/02f77l
/m/0134pk,/award/award_nominee/award_nominations./award/award_nomination/award,/m/02f79n
/m/0134pk,/award/award_nominee/award_nominations./award/award_nomination/award,/m/02v1m7
/m/0134pk,/award/award_nominee/award_nominations./award/award_nomination/award,/m/02wh75
/m/0134pk,/award/award_nominee/award_nominations./award/award_nomination/award,/m/05zkcn5
/m/0134pk,/music/artist/origin,/m/01cx_
/m/0134s5,/award/award_nominee/award_nominations./award/award_nomination/award,/m/01d38t
/m/0134s5,/common/topic/webpage./common/webpage/category,/m/08mbj5d
/m/0134s5,/music/artist/origin,/m/06y57
/m/0134tg,/award/award_nominee/award_nominations./award/award_nomination/award,/m/01ckrr
/m/0134tg,/award/award_nominee/award_nominations./award/award_nomination/award,/m/02gdjb
/m/0134tg,/common/topic/webpage./common/webpage/category,/m/08mbj5d
/m/0134tg,/music/artist/origin,/m/0rt80
/m/0134w7,/award/award_nominee/award_nominations./award/award_nomination/award,/m/05pcn59
/m/0134w7,/award/award_nominee/award_nominations./award/award_nomination/award,/m/05zr6wv
/m/0134w7,/award/award_nominee/award_nominations./award/award_nomination/award,/m/05ztrmj
/m/0134w7,/award/award_nominee/award_nominations./award/award_nomination/nominated_for,/m/03177r
/m/0134w7,/award/award_nominee/award_nominations./award/award_nomination/nominated_for,/m/031786
/m/0134w7,/award/award_nominee/award_nominations./award/award_nomination/nominated_for,/m/03hxsv
/m/0134w7,/award/award_nominee/award_nominations./award/award_nomination/nominated_for,/m/0g57wgv
/m/0134w7,/award/award_winner/awards_won./award/award_honor/award_winner,/m/013_vh
/m/0134w7,/base/popstra/celebrity/friendship./base/popstra/friendship/participant,/m/013_vh
/m/0134w7,/celebrities/celebrity/celebrity_friends./celebrities/friendship/friend,/m/013_vh
/m/0134w7,/common/topic/webpage./common/webpage/category,/m/08mbj5d
/m/0134w7,/film/actor/film./film/performance/film,/m/02wyzmv
/m/0134w7,/film/actor/film./film/performance/film,/m/03176f
/m/0134w7,/film/actor/film./film/performance/film,/m/031778
/m/0134w7,/film/actor/film./film/performance/film,/m/03177r
/m/0134w7,/film/actor/film./film/performance/film,/m/031786
/m/0134w7,/film/actor/film./film/performance/film,/m/031hcx
/m/0134w7,/film/actor/film./film/performance/film,/m/03hxsv
/m/0134w7,/film/actor/film./film/performance/film,/m/0dgst_d
/m/0134w7,/film/actor/film./film/performance/film,/m/0g57wgv
/m/0134w7,/people/person/gender,/m/02zsn
/m/0134w7,/people/person/languages,/m/064_8sq
/m/0134w7,/people/person/nationality,/m/02jx1
/m/0134w7,/people/person/place_of_birth,/m/05qtj
/m/0134w7,/people/person/places_lived./people/place_lived/location,/m/02jx1
/m/0134w7,/people/person/places_lived./people/place_lived/location,/m/05qtj
/m/0134w7,/people/person/places_lived./people/place_lived/location,/m/0f8l9c
/m/0134w7,/people/person/places_lived./people/place_lived/location,/m/0jt5zcn
/m/0134w7,/people/person/profession,/m/02hrh1q
/m/0134w7,/people/person/profession,/m/0d1pc
/m/0134wr,/award/award_nominee/award_nominations./award/award_nomination/award,/m/01bgqh
/m/0134wr,/award/award_nominee/award_nominations./award/award_nomination/award,/m/01by1l
/m/0134wr,/award/award_nominee/award_nominations./award/award_nomination/award,/m/01c9jp
/m/0134wr,/award/award_nominee/award_nominations./award/award_nomination/award,/m/02nhxf
/m/0134wr,/award/award_nominee/award_nominations./award/award_nomination/award,/m/0c4z8
/m/0134wr,/award/award_nominee/award_nominations./award/award_nomination/award_nominee,/m/01fmz6
/m/0134wr,/award/award_nominee/award_nominations./award/award_nomination/award_nominee,/m/05_swj
/m/0134wr,/award/award_nominee/award_nominations./award/award_nomination/award_nominee,/m/07hgkd
/m/0134wr,/award/award_winner/awards_won./award/award_honor/award_winner,/m/016890
/m/0134wr,/award/award_winner/awards_won./award/award_honor/award_winner,/m/03cd1q
/m/0134wr,/award/award_winner/awards_won./award/award_honor/award_winner,/m/05_swj
/m/0134wr,/common/topic/webpage./common/webpage/category,/m/08mbj5d
/m/0134wr,/people/person/gender,/m/02zsn
/m/01352_,/base/x2010fifaworldcupsouthafrica/world_cup_squad/current_world_cup_squad./base/x2010fifaworldcupsouthafrica/current_world_cup_squad/current_club,/m/01634x
/m/01352_,/base/x2010fifaworldcupsouthafrica/world_cup_squad/current_world_cup_squad./base/x2010fifaworldcupsouthafrica/current_world_cup_squad/current_club,/m/01k9cc
/m/01352_,/base/x2010fifaworldcupsouthafrica/world_cup_squad/current_world_cup_squad./base/x2010fifaworldcupsouthafrica/current_world_cup_squad/current_club,/m/025rpyx
/m/01352_,/base/x2010fifaworldcupsouthafrica/world_cup_squad/current_world_cup_squad./base/x2010fifaworldcupsouthafrica/current_world_cup_squad/current_club,/m/02rh_0
/m/01352_,/base/x2010fifaworldcupsouthafrica/world_cup_squad/current_world_cup_squad./base/x2010fifaworldcupsouthafrica/current_world_cup_squad/current_club,/m/03tck1
/m/01352_,/base/x2010fifaworldcupsouthafrica/world_cup_squad/current_world_cup_squad./base/x2010fifaworldcupsouthafrica/current_world_cup_squad/current_club,/m/03x6m
/m/01352_,/base/x2010fifaworldcupsouthafrica/world_cup_squad/current_world_cup_squad./base/x2010fifaworldcupsouthafrica/current_world_cup_squad/current_club,/m/0ytc
/m/01352_,/soccer/football_team/current_roster./soccer/football_roster_position/position,/m/02_j1w
/m/01352_,/soccer/football_team/current_roster./soccer/football_roster_position/position,/m/02nzb8
/m/01352_,/soccer/football_team/current_roster./soccer/football_roster_position/position,/m/02sdk9v
/m/01352_,/soccer/football_team/current_roster./sports/sports_team_roster/position,/m/02nzb8
/m/01352_,/soccer/football_team/current_roster./sports/sports_team_roster/position,/m/02sdk9v
/m/01352_,/soccer/football_team/current_roster./sports/sports_team_roster/position,/m/0dgrmp
/m/01352_,/sports/sports_team/sport,/m/02vx4
/m/0135cw,/common/topic/webpage./common/webpage/category,/m/08mbj5d
/m/0135cw,/government/political_party/politicians_in_this_party./government/political_party_tenure/politician,/m/02n1gr
/m/0135cw,/government/political_party/politicians_in_this_party./government/political_party_tenure/politician,/m/038b_x
/m/0135cw,/government/political_party/politicians_in_this_party./government/political_party_tenure/politician,/m/08d6bd
/m/0135dr,/common/topic/webpage./common/webpage/category,/m/08mbj5d
/m/0135dr,/government/political_party/politicians_in_this_party./government/political_party_tenure/politician,/m/02xgdv
/m/0135dr,/government/political_party/politicians_in_this_party./government/political_party_tenure/politician,/m/04xfb
/m/0135dr,/government/political_party/politicians_in_this_party./government/political_party_tenure/politician,/m/05_zc7
/m/0135dr,/government/political_party/politicians_in_this_party./government/political_party_tenure/politician,/m/061zc_
/m/0135dr,/government/political_party/politicians_in_this_party./government/political_party_tenure/politician,/m/07t3x8
/m/0135g,/location/hud_county_place/county,/m/0kpzy
/m/0135g,/location/hud_county_place/place,/m/0135g
/m/0135g,/location/hud_foreclosure_area/estimated_number_of_mortgages./measurement_unit/dated_integer/source,/m/0jbk9
/m/0135g,/location/location/adjoin_s./location/adjoining_relationship/adjoins,/m/0dc95
/m/0135g,/location/location/time_zones,/m/02lcqs
/m/0135k2,/base/biblioness/bibs_location/country,/m/0345h
/m/0135k2,/common/topic/webpage./common/webpage/category,/m/08mbj5d
/m/0135k2,/location/location/adjoin_s./location/adjoining_relationship/adjoins,/m/018f94
/m/0135k2,/sports/sports_team_location/teams,/m/01w_d6
/m/0135nb,/people/person/gender,/m/05zppz
/m/0135nb,/people/person/nationality,/m/02jx1
/m/0135nb,/people/person/nationality,/m/07ssc
/m/0135nb,/people/person/place_of_birth,/m/01ngx6
/m/0135nb,/people/person/profession,/m/0gl2ny2
/m/0135nb,/soccer/football_player/current_team./sports/sports_team_roster/team,/m/0182r9
/m/0135nb,/soccer/football_player/current_team./sports/sports_team_roster/team,/m/0196bp
/m/0135nb,/soccer/football_player/current_team./sports/sports_team_roster/team,/m/0212mp
/m/0135nb,/soccer/football_player/current_team./sports/sports_team_roster/team,/m/027pwl
/m/0135nb,/soccer/football_player/current_team./sports/sports_team_roster/team,/m/02gys2
/m/0135nb,/soccer/football_player/current_team./sports/sports_team_roster/team,/m/02pp1
/m/0135nb,/soccer/football_player/current_team./sports/sports_team_roster/team,/m/02q1hz
/m/0135nb,/soccer/football_player/current_team./sports/sports_team_roster/team,/m/0fvly
/m/0135nb,/soccer/football_player/current_team./sports/sports_team_roster/team,/m/0hvjr
/m/0135nb,/sports/pro_athlete/teams./sports/sports_team_roster/team,/m/0182r9
/m/0135nb,/sports/pro_athlete/teams./sports/sports_team_roster/team,/m/0196bp
/m/0135nb,/sports/pro_athlete/teams./sports/sports_team_roster/team,/m/01bdxz
/m/0135nb,/sports/pro_athlete/teams./sports/sports_team_roster/team,/m/0212mp
/m/0135nb,/sports/pro_athlete/teams./sports/sports_team_roster/team,/m/027pwl
/m/0135nb,/sports/pro_athlete/teams./sports/sports_team_roster/team,/m/02gys2
/m/0135nb,/sports/pro_athlete/teams./sports/sports_team_roster/team,/m/02pp1
/m/0135nb,/sports/pro_athlete/teams./sports/sports_team_roster/team,/m/02q1hz
/m/0135nb,/sports/pro_athlete/teams./sports/sports_team_roster/team,/m/0fvly
/m/0135nb,/sports/pro_athlete/teams./sports/sports_team_roster/team,/m/0hvjr
/m/0135p7,/base/biblioness/bibs_location/country,/m/09c7w0
/m/0135p7,/location/hud_county_place/place,/m/0135p7
/m/0135p7,/location/location/time_zones,/m/02fqwt
/m/0135xb,/award/award_nominee/award_nominations./award/award_nomination/award,/m/01bgqh
/m/0135xb,/award/award_nominee/award_nominations./award/award_nomination/award,/m/01c92g
/m/0135xb,/award/award_nominee/award_nominations./award/award_nomination/award,/m/01ck6h
/m/0135xb,/award/award_nominee/award_nominations./award/award_nomination/award,/m/02gdjb
/m/0135xb,/award/award_nominee/award_nominations./award/award_nomination/award,/m/03qpp9
/m/0135xb,/common/topic/webpage./common/webpage/category,/m/08mbj5d
/m/0135xb,/people/person/gender,/m/05zppz
/m/0135xb,/people/person/nationality,/m/02jx1
/m/0135xb,/people/person/place_of_birth,/m/01gln9
/m/0135xb,/people/person/places_lived./people/place_lived/location,/m/0619_
/m/0135xb,/people/person/profession,/m/09jwl
/m/0135xb,/people/person/profession,/m/0kyk
/m/0135xb,/people/person/profession,/m/0nbcg
/m/01364q,/award/award_nominee/award_nominations./award/award_nomination/award,/m/01cw51
/m/01364q,/award/award_nominee/award_nominations./award/award_nomination/award,/m/01d38g
/m/01364q,/award/award_nominee/award_nominations./award/award_nomination/award,/m/02f79n
/m/01364q,/award/award_nominee/award_nominations./award/award_nomination/award,/m/031b3h
/m/01364q,/award/award_nominee/award_nominations./award/award_nomination/award,/m/03qbh5
/m/01364q,/award/award_nominee/award_nominations./award/award_nomination/award,/m/08_vwq
/m/01364q,/award/award_nominee/award_nominations./award/award_nomination/award_nominee,/m/01wcp_g
/m/01364q,/award/award_nominee/award_nominations./award/award_nomination/award_nominee,/m/028hc2
/m/01364q,/award/award_winner/awards_won./award/award_honor/award_winner,/m/01wcp_g
/m/01364q,/award/award_winner/awards_won./award/award_honor/award_winner,/m/028hc2
/m/01364q,/common/topic/webpage./common/webpage/category,/m/08mbj5d
/m/01364q,/people/person/gender,/m/05zppz
/m/01364q,/people/person/nationality,/m/09c7w0
/m/01364q,/people/person/places_lived./people/place_lived/location,/m/07h34
/m/01364q,/people/person/places_lived./people/place_lived/location,/m/0c_m3
/m/01364q,/people/person/places_lived./people/place_lived/location,/m/0vbk
/m/01364q,/people/person/profession,/m/09jwl
/m/01364q,/people/person/profession,/m/0dz3r
/m/01364q,/people/person/profession,/m/0nbcg
/m/01364q,/people/person/spouse_s./people/marriage/type_of_union,/m/04ztj
/m/0136g9,/award/award_nominee/award_nominations./award/award_nomination/award,/m/02n9nmz
/m/0136g9,/award/award_nominee/award_nominations./award/award_nomination/award,/m/02qyp19
/m/0136g9,/award/award_nominee/award_nominations./award/award_nomination/award,/m/02x17s4
/m/0136g9,/award/award_nominee/award_nominations./award/award_nomination/award,/m/03hkv_r
/m/0136g9,/award/award_nominee/award_nominations./award/award_nomination/award,/m/03hl6lc
/m/0136g9,/award/award_nominee/award_nominations./award/award_nomination/award,/m/03nqnk3
/m/0136g9,/award/award_nominee/award_nominations./award/award_nomination/award,/m/04dn09n
/m/0136g9,/award/award_nominee/award_nominations./award/award_nomination/award,/m/07kjk7c
/m/0136g9,/award/award_nominee/award_nominations./award/award_nomination/award,/m/0gr51
/m/0136g9,/award/award_nominee/award_nominations./award/award_nomination/award_nominee,/m/01my_c
/m/0136g9,/award/award_nominee/award_nominations./award/award_nomination/award_nominee,/m/01pfkw
/m/0136g9,/award/award_nominee/award_nominations./award/award_nomination/award_nominee,/m/02b9g4
/m/0136g9,/award/award_nominee/award_nominations./award/award_nomination/award_nominee,/m/02yygk
/m/0136g9,/award/award_nominee/award_nominations./award/award_nomination/award_nominee,/m/05szp
/m/0136g9,/award/award_nominee/award_nominations./award/award_nomination/award_nominee,/m/0b13g7
/m/0136g9,/award/award_nominee/award_nominations./award/award_nomination/award_nominee,/m/0b4rf3
/m/0136g9,/award/award_nominee/award_nominations./award/award_nomination/award_nominee,/m/0drdv
/m/0136g9,/award/award_nominee/award_nominations./award/award_nomination/nominated_for,/m/020bv3
/m/0136g9,/award/award_nominee/award_nominations./award/award_nomination/nominated_for,/m/02_kd
/m/0136g9,/award/award_nominee/award_nominations./award/award_nomination/nominated_for,/m/05vxdh
/m/0136g9,/award/award_nominee/award_nominations./award/award_nomination/nominated_for,/m/0cc5qkt
/m/0136g9,/award/award_winner/awards_won./award/award_honor/award_winner,/m/0drdv
/m/0136g9,/film/director/film,/m/020bv3
/m/0136g9,/people/person/gender,/m/05zppz
/m/0136g9,/people/person/nationality,/m/07ssc
/m/0136g9,/people/person/place_of_birth,/m/0853g
/m/0136g9,/people/person/places_lived./people/place_lived/location,/m/06y9v
/m/0136g9,/people/person/profession,/m/01c72t
/m/0136g9,/people/person/profession,/m/01d_h8
/m/0136g9,/people/person/profession,/m/02hrh1q
/m/0136g9,/people/person/profession,/m/02jknp
/m/0136g9,/people/person/profession,/m/03gjzk
/m/0136g9,/people/person/profession,/m/0dxtg
/m/0136g9,/people/person/spouse_s./people/marriage/type_of_union,/m/04ztj
/m/0136jw,/common/topic/webpage./common/webpage/category,/m/08mbj5d
/m/0136jw,/location/hud_county_place/county,/m/0m2fr
/m/0136jw,/location/hud_county_place/place,/m/0136jw
/m/0136jw,/location/statistical_region/rent50_2./measurement_unit/dated_money_value/currency,/m/09nqf
/m/0136kr,/common/topic/webpage./common/webpage/category,/m/08mbj5d
/m/0136kr,/government/political_party/politicians_in_this_party./government/political_party_tenure/politician,/m/063vn
/m/0136kr,/organization/organization/child./organization/organization_relationship/child,/m/016k4x
/m/0136kr,/organization/organization/child./organization/organization_relationship/child,/m/01bqnc
/m/0136kr,/organization/organization/child./organization/organization_relationship/child,/m/01tlyq
/m/0136p1,/award/award_nominee/award_nominations./award/award_nomination/award,/m/01by1l
/m/0136p1,/award/award_nominee/award_nominations./award/award_nomination/award,/m/01c99j
/m/0136p1,/award/award_nominee/award_nominations./award/award_nomination/award,/m/01ckbq
/m/0136p1,/award/award_nominee/award_nominations./award/award_nomination/award,/m/01cw7s
/m/0136p1,/award/award_nominee/award_nominations./award/award_nomination/award,/m/02f6ym
/m/0136p1,/award/award_nominee/award_nominations./award/award_nomination/award,/m/02f71y
/m/0136p1,/award/award_nominee/award_nominations./award/award_nomination/award,/m/02g3gj
/m/0136p1,/award/award_nominee/award_nominations./award/award_nomination/award,/m/054ks3
/m/0136p1,/award/award_nominee/award_nominations./award/award_nomination/award_nominee,/m/019x62
/m/0136p1,/award/award_nominee/award_nominations./award/award_nomination/award_nominee,/m/01cbt3
/m/0136p1,/award/award_winner/awards_won./award/award_honor/award_winner,/m/019x62
/m/0136p1,/common/topic/webpage./common/webpage/category,/m/08mbj5d
/m/0136p1,/music/artist/origin,/m/02s838
/m/0136p1,/music/artist/origin,/m/09c7w0
/m/0136p1,/people/person/gender,/m/02zsn
/m/0136p1,/people/person/languages,/m/02h40lc
/m/0136p1,/people/person/nationality,/m/09c7w0
/m/0136p1,/people/person/place_of_birth,/m/01cx_
/m/0136p1,/people/person/places_lived./people/place_lived/location,/m/0345h
/m/0136p1,/people/person/profession,/m/016z4k
/m/0136p1,/people/person/profession,/m/025352
/m/0136p1,/people/person/profession,/m/02hrh1q
/m/0136p1,/people/person/profession,/m/09jwl
/m/0136p1,/people/person/profession,/m/0nbcg
/m/0136p1,/people/person/spouse_s./people/marriage/type_of_union,/m/04ztj
/m/0136pk,/award/award_nominee/award_nominations./award/award_nomination/award,/m/01c92g
/m/0136pk,/award/award_nominee/award_nominations./award/award_nomination/award,/m/01ck6h
/m/0136pk,/award/award_nominee/award_nominations./award/award_nomination/award,/m/02ddq4
/m/0136pk,/award/award_nominee/award_nominations./award/award_nomination/award_nominee,/m/0565cz
/m/0136pk,/award/award_nominee/award_nominations./award/award_nomination/award_nominee,/m/0pk41
/m/0136pk,/base/popstra/celebrity/breakup./base/popstra/breakup/participant,/m/01xv77
/m/0136pk,/base/popstra/celebrity/dated./base/popstra/dated/participant,/m/01xv77
/m/0136pk,/common/topic/webpage./common/webpage/category,/m/08mbj5d
/m/0136pk,/film/actor/film./film/performance/film,/m/02825cv
/m/0136pk,/music/artist/origin,/m/030qb3t
/m/0136pk,/music/artist/origin,/m/03dm7
/m/0136pk,/music/artist/origin,/m/0gx1l
/m/0136pk,/music/artist/track_contributions./music/track_contribution/role,/m/0342h
/m/0136pk,/music/artist/track_contributions./music/track_contribution/role,/m/042v_gx
/m/0136pk,/music/artist/track_contributions./music/track_contribution/role,/m/05r5c
/m/0136pk,/music/artist/track_contributions./music/track_contribution/role,/m/06w7v
/m/0136pk,/music/group_member/membership./music/group_membership/group,/m/0249kn
/m/0136pk,/people/person/gender,/m/05zppz
/m/0136pk,/people/person/nationality,/m/0345h
/m/0136pk,/people/person/nationality,/m/09c7w0
/m/0136pk,/people/person/place_of_birth,/m/0cm5m
/m/0136pk,/people/person/profession,/m/016z4k
/m/0136pk,/people/person/spouse_s./people/marriage/type_of_union,/m/04ztj
/m/013719,/common/topic/webpage./common/webpage/category,/m/08mbj5d
/m/013719,/education/educational_institution/students_graduates./education/education/major_field_of_study,/m/01mkq
/m/013719,/education/educational_institution/students_graduates./education/education/major_field_of_study,/m/02jfc
/m/013719,/education/educational_institution/students_graduates./education/education/major_field_of_study,/m/0_jm
/m/013719,/education/educational_institution/students_graduates./education/education/major_field_of_study,/m/0g26h
/m/013719,/education/educational_institution/students_graduates./education/education/major_field_of_study,/m/0pf2
/m/013719,/education/university/domestic_tuition./measurement_unit/dated_money_value/currency,/m/0kz1h
/m/013719,/education/university/international_tuition./measurement_unit/dated_money_value/currency,/m/0kz1h
/m/013719,/organization/endowed_organization/endowment./measurement_unit/dated_money_value/currency,/m/0kz1h
/m/0137g1,/award/award_nominee/award_nominations./award/award_nomination/award,/m/01by1l
/m/0137g1,/award/award_nominee/award_nominations./award/award_nomination/award,/m/01ck6h
/m/0137g1,/award/award_nominee/award_nominations./award/award_nomination/award,/m/01ck6v
/m/0137g1,/award/award_nominee/award_nominations./award/award_nomination/award,/m/02f5qb
/m/0137g1,/award/award_nominee/award_nominations./award/award_nomination/award,/m/02f6xy
/m/0137g1,/award/award_nominee/award_nominations./award/award_nomination/award,/m/02f705
